"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PVULHDC2","blogPost","2019","Werner, Sarah","A year ago I gave a talk about why digitization endangers our archives. Today for #GlobalClimateStrike I made it into a 6min videohttps://youtu.be/yJU8p9iWuC0","@wynkenhimself","","","","https://twitter.com/wynkenhimself/status/1175005054094512128?s=11","","2019-09-20","2019-09-30 08:18:24","2019-09-30 08:18:24","2019-09-30 08:18:24","","","","","","","","","","","","","","en","","Tweet","","","","","","","/home/diegodlh/Zotero/storage/KIXITUW9/1175005054094512128.html; ","https://youtu.be/yJU8p9iWuC0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2PRX3FHZ","journalArticle","","Wilson, Bonita","Special Issue on Digital Technology and Indigenous Communities","D-Lib Magazine","","","","http://www.dlib.org/dlib/march02/03contents.html","","","2019-08-23 13:19:18","2019-08-23 13:19:53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T6SNUDIX","journalArticle","2002","Sullivan, Robert","Indigenous Cultural and Intellectual Property Rights: A Digital Library Context","D-Lib Magazine","","","","http://www.dlib.org/dlib/may02/sullivan/05sullivan.html","","2002-05","2019-08-23 13:18:12","2019-08-23 13:19:09","","","","5","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9R2J4RM8","artwork","2013","Bathlander","English: First steps for institutions to start implementing OpenGLAM policies and concepts. Created during the U.S. OpenGLAM Launch in Berkeley, CA, March 23-24, 2013.","","","","","https://commons.wikimedia.org/wiki/File:OpenGLAM-To-Do-PDF.pdf","","2013-03-24","2019-08-23 13:15:55","2019-08-23 13:15:55","2019-08-23 13:15:55","","","","","","","English","","","","","","","","","","Own work","","Wikimedia Commons","","","","/home/diegodlh/Zotero/storage/B5B97WJV/FileOpenGLAM-To-Do-PDF.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C8IPCR9J","webpage","","Making African Connections","The Making African Connections Digital Archive · Making African Connections","","","","","http://makingafricanconnections.org/s/archive/page/index","","","2020-02-25 17:37:17","2020-02-25 17:37:31","2020-02-25 17:37:17","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/PZM8Q6CR/index.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4P7UP57I","webpage","2020","Young, Anne","Integrating Open Access in your GLAM institution","Medium","","","","https://medium.com/open-glam/2-integrating-open-access-in-your-glam-institution-56789b1d8fb","In the second post of her second series, Anne Young shares some of the tools and programs professionals can use to integrate Open Access","2020-02-24","2020-02-25 16:40:47","2020-02-25 16:40:47","2020-02-25 16:40:47","","","","","","","","","","","","","","en","","","","","","","","","/home/diegodlh/Zotero/storage/ZVX894QX/2-integrating-open-access-in-your-glam-institution-56789b1d8fb.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P94733F5","webpage","2020","Young, Anne","Implementing Open Access in GLAMs","Medium","","","","https://medium.com/open-glam/implementing-open-access-in-glams-3bda60941188","In her first series, Anne Young covered the essentials of rights and reproductions that are fundamental to Open Access. Here’s what’s next.","2020-02-18","2020-02-25 16:40:40","2020-02-25 16:40:40","2020-02-25 16:40:40","","","","","","","","","","","","","","en","","","","","","","","","/home/diegodlh/Zotero/storage/BCDIKNVL/implementing-open-access-in-glams-3bda60941188.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZHRTWH24","webpage","2020","Young, Anne","How do you decide which policy to implement?","Medium","","","","https://medium.com/open-glam/4-how-do-you-decide-which-policy-to-implement-252ddfaad312","In her fourth post in a short series, Anne Young helps you navigate the different types of licensing schema GLAMs can might implement.","2020-02-11","2020-02-25 16:40:33","2020-02-25 16:40:33","2020-02-25 16:40:33","","","","","","","","","","","","","","en","","","","","","","","","/home/diegodlh/Zotero/storage/BF7JPRXB/4-how-do-you-decide-which-policy-to-implement-252ddfaad312.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8DQQF7U6","webpage","2020","Young, Anne","How to make rights determinations","Medium","","","","https://medium.com/open-glam/3-how-to-make-rights-determinations-50061c0267d7","In her third post in a short series, Anne Young explores the practical details for doing some rights determinations.","2020-02-03","2020-02-25 16:40:24","2020-02-25 16:40:24","2020-02-25 16:40:24","","","","","","","","","","","","","","en","","","","","","","","","/home/diegodlh/Zotero/storage/QZMMJEQW/3-how-to-make-rights-determinations-50061c0267d7.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BDZNP724","webpage","2020","Young, Anne","What issues do Rights and Reproductions specialists need to consider?","Medium","","","","https://medium.com/open-glam/2-what-issues-do-rights-and-reproductions-specialists-need-to-consider-446f439306d5","In her second post in a short series, Anne Young analyzes the whole range of issues that a Rights and Reproductions specialist needs to…","2020-01-27","2020-02-25 16:40:15","2020-02-25 16:40:15","2020-02-25 16:40:15","","","","","","","","","","","","","","en","","","","","","","","","/home/diegodlh/Zotero/storage/Y9XHR2W5/2-what-issues-do-rights-and-reproductions-specialists-need-to-consider-446f439306d5.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FF2FK52I","webpage","2020","Young, Anne","Making Copyright Determinations for Open Access in GLAMs","Medium","","","","https://medium.com/open-glam/making-copyright-determinations-for-open-access-in-glams-7e677d22ec5e","Welcome to the first post in a short series where Anne Young will present the underlying rights and reproductions practices that help…","2020-01-27","2020-02-25 16:40:06","2020-02-25 16:40:06","2020-02-25 16:40:06","","","","","","","","","","","","","","en","","","","","","","","","/home/diegodlh/Zotero/storage/E9LNH9KG/making-copyright-determinations-for-open-access-in-glams-7e677d22ec5e.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N6FTWLAV","journalArticle","2020","Bolliger, Stephanie; Brüderlin, Brigitte; Gasser, Michael; Lyskawa, Julia; Maier, Petra; Schmitt, Lothar","How to Link Your Institution’s Collections to Wikidata? : a short manual to a semi-automatic way of using the “archives at” property (P485)","","","","10.3929/ethz-b-000393724","https://www.research-collection.ethz.ch/handle/20.500.11850/393724","","2020-01","2020-02-25 16:39:34","2020-02-25 16:39:36","2020-02-25 16:39:29","","","","","","","How to Link Your Institution’s Collections to Wikidata?","","","","","","","en","http://creativecommons.org/licenses/by/4.0/","","","","www.research-collection.ethz.ch","","","","/home/diegodlh/Zotero/storage/G6WR2MLJ/Bolliger et al. - 2020 - How to Link Your Institution’s Collections to Wiki.pdf; /home/diegodlh/Zotero/storage/4MESF9FD/393724.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W8DFGNM5","journalArticle","2016","Levine, Melissa; Adler, Richard C.; Bonfiglio, Justin; Eden, Kristina; Hall, and Brian S.","Finding the Public Domain: Copyright Review Management System Toolkit","CRMS Toolkit","","","10.3998/crmstoolkit.14616082.0001.001","https://quod.lib.umich.edu/c/crmstoolkit/14616082.0001.001/","","2016","2020-02-25 16:38:29","2020-02-25 16:38:29","2019-11-25 03:33:02","","","","","","","Finding the Public Domain","","","","","","","en","","","","","quod.lib.umich.edu","","","","/home/diegodlh/Zotero/storage/Y94PBUDZ/--finding-the-public-domain-copyright-review-management-system.html; /home/diegodlh/Zotero/storage/7FBSN8EZ/Levine et al. - 2016 - Finding the Public Domain Copyright Review Manage.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NA4Q5W7Y","webpage","2020","Copyright Office at the University of Alberta","Canadian Copyright Term and Public Domain Flowchart","","","","","https://www.ualberta.ca/media-library/ualberta/faculty-and-staff/copyright-office/can-pd-flowchart-14jan2020.pdf","Flowchart to determine whether a work is in the Public Domain in Canada.","2020","2020-02-25 16:28:42","2020-02-25 16:28:42","2020-02-11 19:20:39","","","","","","","","","","","","","","English","Creative Commons Attribution 4.0, Open Access","","","","","","","","/home/diegodlh/Zotero/storage/BWYRDISW/can-pd-flowchart-14jan2020.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B6H8MQC2","webpage","2019","Museums Association","Museum of British Colonialism releases 3D models of Mau Mau concentration camps | Museums Association","","","","","https://www.museumsassociation.org/museum-practice/new-practice/29082019-museum-of-british-colonialism-3d-reconstructions","","2019-08-29","2020-02-25 13:53:28","2020-02-25 13:53:48","2020-02-25 13:53:28","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/W8DTZ6ML/29082019-museum-of-british-colonialism-3d-reconstructions.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7L735SG8","blogPost","2015","Posner, Miriam","What’s Next: The Radical, Unrealized Potential of Digital Humanities – Miriam Posner's Blog","","","","","https://miriamposner.com/blog/whats-next-the-radical-unrealized-potential-of-digital-humanities/","","2015-07-27","2020-02-25 13:52:43","2020-02-25 13:53:04","2020-02-25 13:52:43","","","","","","","What’s Next","","","","","","","en-US","","","","","","","","","/home/diegodlh/Zotero/storage/SP6BDSIU/whats-next-the-radical-unrealized-potential-of-digital-humanities.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HN4FIJXY","journalArticle","2009","Tuck, Eve","Suspending Damage: A Letter to Communities","Harvard Educational Review","","0017-8055, 1943-5045","10.17763/haer.79.3.n0016675661t3n15","http://hepgjournals.org/doi/10.17763/haer.79.3.n0016675661t3n15","","2009-09","2020-02-25 13:52:22","2020-02-25 13:52:22","2020-02-25 13:52:22","409-428","","3","79","","","Suspending Damage","","","","","","","en","","","","","Crossref","","","","/home/diegodlh/Zotero/storage/RNVKBKCD/Tuck - 2009 - Suspending Damage A Letter to Communities.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XM7UW7VY","webpage","2014","Senier, Siobhan","Indigenizing Wikipedia","Web Writing: Why and How for Liberal Arts Teaching and Learning","","","","https://epress.trincoll.edu/webwriting/chapter/senier/","","2014-08-15","2020-02-25 13:50:39","2020-02-25 13:50:39","2020-02-25 13:50:39","","","","","","","","","","","","","","English","","","","","","","","","/home/diegodlh/Zotero/storage/3M4NPD65/senier.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45NCMXP2","presentation","2019","Bahram, Sina","Welcoming the Widest Possible Audience","","","","","https://www.tessituranetwork.com/Items/Articles/Thought-Leadership/2019/Welcoming-the-Widest-Audience?utm_source=Twitter&utm_medium=Organic&utm_campaign=TLCC2019","Sina Bahram challenges us to use the principles of inclusive design to help us open up our buildings, content, programming, and experiences","2019-07-30","2020-02-25 13:40:35","2020-02-25 13:41:13","2020-02-25 13:40:35","","","","","","","","","","","","","2019 Tessitury Learning & Community Conference","","","","","","","","","","/home/diegodlh/Zotero/storage/PWZAGQUT/Welcoming-the-Widest-Audience.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7V3LKJRI","presentation","2011","Murphy, Megan","Indigenous Knowledge and Indigenizing the Academy","","","","","https://rabble.ca/podcasts/shows/needs-no-introduction/2011/07/indigenous-knowledge-and-indigenizing-academy","This provocative talk was recorded at the Congress of the Humanities and Social Sciences on May 31, 2011 in Fredricton, New Brunswick and began with the question: ""How do we bring Indigenous knowledge into the academy, while encouraging its production?"" The responses may surprise you. Speakers, including: Malinda Smith, Shanne McCaffrey, Kiera Ladner, Dwayne Donald, D'Arcy Vermette, Andrea Bear Nicholas, addressed the ways in which the academy itself continued to play a part in colonization as well as the ways in which 'indigenizing the academy' may not, in fact, be benefical for aboriginal peoples and perserving aboriginal cultures.","2011-05-31","2020-02-25 13:37:28","2020-02-25 13:38:01","2020-02-25 13:37:28","","","","","","","","","","","","","","en","","","","","","","","","/home/diegodlh/Zotero/storage/52BJXUHI/Indigenous-knowledge-and-indigenizing-academy.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LQMC98PP","journalArticle","2011","Richardson, Troy","Navigating the Problem of Inclusion as Enclosure in Native Culture-Based Education: Theorizing Shadow Curriculum","Curriculum Inquiry","","1467-873X","10.1111/j.1467-873X.2011.00552.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-873X.2011.00552.x","This conceptual essay explores how Gerald Vizenor's (Anishinaabe) literary discussions of “shadow survivance” provide opportunities to work against the containment of Indigenous knowledge in mainstream and culture-based curricular practices. More specifically, the essay considers how constructivism is deployed as an opening to the inclusion of Indigenous epistemologies, yet also contains Indigenous epistemologies within a materialist and more specifically, Marxist and Hegelian philosophy. The author suggests that an implicit “shadow curriculum” has been articulated within the literature of Native culture-based curriculum which works against these forms of containment, but has rarely turned to Native American literary figures to elaborate the philosophical and theoretical differences they represent.","2011","2020-02-25 13:36:43","2020-02-25 13:36:43","2020-02-25 13:36:43","332-349","","3","41","","","Navigating the Problem of Inclusion as Enclosure in Native Culture-Based Education","","","","","","","en","© 2011 by The Ontario Institute for Studies in Education of the University of Toronto","","","","Wiley Online Library","","","","/home/diegodlh/Zotero/storage/BAABN3IH/j.1467-873X.2011.00552.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7JUEZ5YN","book","2012","Ahmed, Sara","On Being Included: Racism and Diversity in Institutional Life","","","","","https://www.dukeupress.edu/on-being-included","","2012-03","2020-02-25 13:35:47","2020-02-25 13:36:24","2020-02-25 13:35:47","","","","","","","","","","","","Duke University Press","","","","","","","","","","","/home/diegodlh/Zotero/storage/6VDU2EJD/on-being-included.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QAGNAUYM","magazineArticle","2019","Harris, Gareth","Liverpool World Museum used facial recognition technology on visitors to Terracotta Warriors show","The Art Newspaper","","","","https://www.theartnewspaper.com/news/liverpool-world-museum-used-facial-recognition-technology-on-visitors-to-terracotta-warriors-show","","2019-08-16","2020-02-25 13:34:36","2020-02-25 13:34:58","2020-02-25 13:34:36","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/CY98EKYB/liverpool-world-museum-used-facial-recognition-technology-on-visitors-to-terracotta-warriors-sh.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NKBJH8PR","presentation","2019","Okediji, Ruth","The Unfinished Business of Copyright LImitations and Exceptions","","","","","http://infojustice.org/archives/41666","","2019-10-10","2020-02-25 13:32:44","2020-02-25 13:34:04","2020-02-25 13:32:44","","","","","","","","","","","","","American University Washington College of Law","en-US","","","","","","","","","/home/diegodlh/Zotero/storage/XBPZIUWY/41666.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JGN8QNK5","webpage","2019","Rees, Marc","Le scan 3D du Penseur de Rodin est un document administratif communicable","Next Inpact","","","","https://www.nextinpact.com/news/107996-le-scan-3d-penseur-rodin-est-document-administratif-communicable.htm","En mars 2019, la justice a estimé que l’interdiction de photographier les expositions temporaires au Louvre était aussi légale que justifiée. Un nouve...","2019-06-24","2019-11-06 19:47:53","2020-02-25 13:13:01","2019-11-06 19:47:53","","","","","","","","","","","","","","fr","","","","","","","","","/home/diegodlh/Zotero/storage/R92KC3C2/107996-le-scan-3d-penseur-rodin-est-document-administratif-communicable.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SG2SPQ3N","blogPost","2020","Francoise, Camille","Opening up collections in Libraries supports creativity","Library Policy and Advocacy Blog","","","","http://blogs.ifla.org/lpa/2020/01/20/opening-up-collections-in-libraries-supports-creativity/","","2020-01-20","2020-01-23 17:40:09","2020-02-25 13:12:02","2020-01-23 17:40:02","","","","","","","","","","","","","","en-US","","","","","","","","","/home/diegodlh/Zotero/storage/367KNGKI/opening-up-collections-in-libraries-supports-creativity.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GHK6V6CY","document","","Wellcome Collection","An ethical approach to interpreting disability and difference: Guidance from a collaboration between the Wellcome Collection and the Research Cnetre for Museums and Galleries, University of Leicester","","","","","https://le.ac.uk/rcmg/research-archive/disorder-dissent-disruption","","","2020-02-25 13:05:25","2020-02-25 13:09:51","","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/GJNHI7EK/An ethical approach to interpreting disability and.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AE9DBI2W","journalArticle","2010","Proctor, Nancy","Digital: Museum as Platform, Curator as Champion, in the Age of Social Media","Curator: The Museum Journal","","2151-6952","10.1111/j.2151-6952.2009.00006.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.2151-6952.2009.00006.x","","2010","2020-02-25 12:59:55","2020-02-25 12:59:55","2020-02-25 12:59:55","35-43","","1","53","","","Digital","","","","","","","en","© 2010 The California Academy of Sciences","","","","Wiley Online Library","","","","/home/diegodlh/Zotero/storage/M9LIAYRQ/Proctor - 2010 - Digital Museum as Platform, Curator as Champion, .pdf; /home/diegodlh/Zotero/storage/YJLBG3MK/j.2151-6952.2009.00006.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RD8BPYEU","book","2013","","Writing History in the Digital Age","","978-0-472-90024-4","","","","Writing History in the Digital Age began as a ""what-if"" experiment by posing a question: How have Internet technologies influenced how historians think, teach, author, and publish? To illustrate their answer, the contributors agreed to share the stages of their book-in-progress as it was constructed on the public web. To facilitate this innovative volume, editors Jack Dougherty and Kristen Nawrotzki designed a born-digital, open-access, and open peer review process to capture commentary from appointed experts and general readers. A customized WordPress plug-in allowed audiences to add page- and paragraph-level comments to the manuscript, transforming it into a socially networked text. The initial six-week proposal phase generated over 250 comments, and the subsequent eight-week public review of full drafts drew 942 additional comments from readers across different parts of the globe. The finished product now presents 20 essays from a wide array of notable scholars, each examining (and then breaking apart and reexamining) if and how digital and emergent technologies have changed the historical profession.","2013","2020-02-25 12:57:23","2020-02-25 12:58:14","","","","","","","","","","","","","University of Michigan Press","","","","","","","","","","","/home/diegodlh/Zotero/storage/53GRW4AY/nz806057k.html","","","Cultural Studies; Digital Projects; History:Historical Methods and Theory; Media Studies:New Media","Dougherty, Jack; Nawrotzki, Kristen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y7MB6NKT","webpage","","Centre For 21st Century Humanities","Colonial Frontier Massacres in Australia, 1788-1930","","","","","https://c21ch.newcastle.edu.au/colonialmassacres/","","","2020-02-25 12:56:50","2020-02-25 12:57:12","2020-02-25 12:56:50","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/9GAZ82D8/colonialmassacres.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GVDH3IT6","book","2016","Nyhan, Julianne; Flinn, Andrew","Computation and the Humanities: Towards an Oral History of Digital Humanities","","978-3-319-20169-6","","","https://www.springer.com/gp/book/9783319201696","This book addresses the application of computing to cultural heritage and the discipline of Digital Humanities that formed around it. Digital Humanities research is transforming how the Human record can be transmitted, shaped, understood, questioned and imagined and it has been ongoing for more than 70 years. However, we have no comprehensive histories of its research trajectory or its disciplinary development. The authors make a first contribution towards remedying this by uncovering, documenting, and analysing a number of the social, intellectual and creative processes that helped to shape this research from the 1950s until the present day.By taking an oral history approach, this book explores questions like, among others, researchers’ earliest memories of encountering computers and the factors that subsequently prompted them to use the computer in Humanities research.Computation and the Humanities will be an essential read for cultural and computing historians, digital humanists and those interested in developments like the digitisation of cultural heritage and artefacts. This book is open access under a CC BY-NC 2.5 license","2016","2020-02-25 12:56:39","2020-02-25 12:56:39","2020-02-25 12:56:39","","","","","","","Computation and the Humanities","Springer Series on Cultural Computing","","","","Springer International Publishing","","en","","","","","www.springer.com","","DOI: 10.1007/978-3-319-20170-2","","/home/diegodlh/Zotero/storage/EZSD2YZV/Nyhan and Flinn - 2016 - Computation and the Humanities Towards an Oral Hi.pdf; /home/diegodlh/Zotero/storage/UIH7L65V/9783319201696.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MBPFBMLJ","webpage","","New Zealand Ministry for Culture and Heritage Te Manatu","Te Ara - The Encyclopedia of New Zealand","","","","","https://teara.govt.nz/en/node/168","","","2020-02-25 12:55:41","2020-02-25 12:56:03","2020-02-25 12:55:41","","","","","","","","","","","","","","en","http://www.teara.govt.nz/copyright","Web page","","","","","","","/home/diegodlh/Zotero/storage/C4MXHHDI/en.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PMCCZTG5","book","1991","Wajcman, Judy","Feminism Confronts Technology","","","","","https://www.wiley.com/en-gb/Feminism+Confronts+Technology-p-9780745607788","Feminism Confronts Technology provides a lively and engaging exploration of the impact of technology on womens lives from word processors to food processors, and genetic engineering to the design of cities. Comprehensive and critical, this book surveys the sociological and feminist literature on technology, highlighting the male bias in the way technology is defined as well as developed. Wajcman sets the scene with an overview of feminist theories of science and technology: encompassing the technologies of production and reproduction as well as domestic technology. The author challenges the common assumption that technology is gender neutral, looking at whether technology can liberate women or whether the new technologies are reinforcing sexual divisions in society.","1991-08","2020-02-25 12:54:29","2020-02-25 12:55:12","2020-02-25 12:54:29","","","","","","","","","","","","Wiley","","en-gb","","","","","","","","","/home/diegodlh/Zotero/storage/53M9GWAI/Feminism+Confronts+Technology-p-9780745607788.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2M3GDNWE","bookSection","2016","Robertson, Stephen","The Differences between Digital Humanities and Digital History","Debates in the Digital Humanities","","","","https://dhdebates.gc.cuny.edu/read/untitled/section/ed4a1145-7044-42e9-a898-5ff8691b6628#ch25","Start reading this text on Manifold.","2016","2020-02-25 12:52:44","2020-02-25 12:53:55","2020-02-25 12:52:44","","","","","","","","","","","","University of Minnesota Press","Minneapolis","en-US","","","","","","","","","/home/diegodlh/Zotero/storage/K27Y67BJ/ed4a1145-7044-42e9-a898-5ff8691b6628.html","","","","Gold, Gold, Matthew K; Klein, Lauren F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"884DV8UK","bookSection","2012","McPherson, Tara","Why Are the Digital Humanities So White? or Thinking the Histories of Race and Computation","Debates in the Digital Humanities","","","","https://dhdebates.gc.cuny.edu/read/untitled-88c11800-9446-469b-a3be-3fdb36bfbd1e/section/20df8acd-9ab9-4f35-8a5d-e91aa5f4a0ea","","2012","2020-02-25 12:48:28","2020-02-25 12:52:41","2020-02-25 12:48:28","","","","","","","“Chapter 9","","","","","University of Minnesota Press","Minneapolis","en-US","","","","","","","","","/home/diegodlh/Zotero/storage/ETT58NPN/20df8acd-9ab9-4f35-8a5d-e91aa5f4a0ea.html","","","","Gold, Matthew K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WQG4ZXNK","journalArticle","2020","Gebre, Engida H; Morales, Esteban","How ""accessible"" is open data? Analysis of content-related information and users' comments in open datasets","Information and Learning Sciences","","","","https://www.emerald.com/insight/content/doi/10.1108/ILS-08-2019-0086/full/html","This paper aims to examine the nature and sufficiency of descriptive information included in open datasets and the nature of comments and questions users write in relation to specific datasets. Open datasets are provided to facilitate civic engagement and government transparency. However, making the data available does not guarantee usage. This paper examined the nature of context-related information provided together with the datasets and identified the challenges users encounter while using the resources. Design/methodology/approach The authors extracted descriptive text provided together with (often at the top of) datasets (N = 216) and the nature of questions and comments users post in relation to the dataset. They then segmented text descriptions and user comments into “idea units” and applied open-coding with constant comparison method. This allowed them to come up with thematic issues that descriptions focus on and the challenges users encounter. Findings Results of the analysis revealed that context-related descriptions are limited and normative. Users are expected to figure out how to use the data. Analysis of user comments/questions revealed four areas of challenge they encounter: organization and accessibility of the data, clarity and completeness, usefulness and accuracy and language (spelling and grammar). Data providers can do more to address these issues. Research limitations/implications The purpose of the study is to understand the nature of open data provision and suggest ways of making open data more accessible to “non expert users”. As such, it is not focused on generalizing about open data provision in various countries as such provision may be different based on jurisdiction. Practical implications The study provides insight about ways of organizing open dataset that the resource can be accessible by the general public. It also provides suggestions about how open data providers could consider users' perspectives including providing continuous support. Originality/value Research on open data often focuses on technological, policy and political perspectives. Arguably, this is the first study on analysis of context-related information in open-datasets. Datasets do not “speak for themselves” because they require context for analysis and interpretation. Understanding the nature of context-related information in open dataset is original idea.","2020","2020-02-25 12:42:17","2020-02-25 12:43:45","","19-36","","1/2","121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CCVZR7XJ","webpage","","Te Puni Kokiri","Wai 262: Te Pae Tawhiti","Te Puni Kokiri","","","","https://www.tpk.govt.nz/en/a-matou-kaupapa/wai-262-te-pae-tawhiti/","The Government is developing a whole-of-government approach to address the issues raised by the vast Wai 262 claim and the Waitangi Tribunal report, Ko Aotearoa Tēnei.","","2020-02-06 12:25:09","2020-02-25 12:29:47","2020-02-06 12:25:09","","","","","","","Wai 262","","","","","","","en","","","","","","","","","/home/diegodlh/Zotero/storage/NDTM75PG/wai-262-te-pae-tawhiti.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WU64N8E2","document","2019","Translation Commons","Indigenous Languages Zero to Digital.pdf","","","","","https://drive.google.com/file/d/1zpZK3jfF3bDt2e5YnEw8FXSkYXSRefKu/view?usp=embed_facebook","","2019-12","2020-02-25 12:28:25","2020-02-25 12:29:14","2020-02-25 12:28:25","","","","","","","","","","","","Translation Commons","","","","","","","","","","","/home/diegodlh/Zotero/storage/5N2FHNJD/view.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
